,class,question,sub_class
3123,ENTY,What started in 1849 when gold was discovered at Sutter 's Mill ?,event
3124,DESC,What is a First World country ?,def
3125,HUM,Who was Shakespeare 's Moorish general ?,ind
3126,LOC,What 's the second-highest mountain in the world ?,mount
3127,LOC,What country was Erich Honecker the leader of ?,country
3128,DESC,How does salt melt ice and snow ?,manner
3129,LOC,"What two Japanese cities are spelled with the letters K , O , O , T and Y ?",city
3130,DESC,What does laser stand for ?,def
3131,HUM,Who taught Matt Murdock to use his extraordinary abilities in Marvel comics ?,ind
3132,LOC,Where did Wile E. Coyote always get his devices ?,other
3133,NUM,How far away is the moon ?,dist
3134,HUM,What famous film and TV cowboy lent his name to a fast food chain ?,ind
3135,DESC,What is mandibulofacial dysostosis ?,def
3136,DESC,What was the reason for the partition of the Anglican and Vatican churches ?,reason
3137,DESC,What is Butterfield 8 in Butterfield 8 ?,def
3138,HUM,Who famously rode to warn the people of Massachusetts that the British were coming ?,ind
3139,ABBR,What is DTMF ?,exp
3140,ENTY,"Name a movie that the actress , Sandra Bullock , had a role in .",cremat
3141,ENTY,"What blew up at Lakehurst , New Jersey , on May 6 , 1977 ?",other
3142,HUM,Who commanded the French forces at the Battle of Orleans ?,ind
3143,LOC,Where can an individual get a contact lens tested that burned the entire surface of eye when new ?,other
3144,LOC,What countries does the Mont Blanc Tunnel join ?,country
3145,ENTY,What ill-fated craft was captained by Ernst Lehmann ?,veh
3146,NUM,When did Amtrak begin operations ?,date
3147,NUM,How many bones are in the human hand ?,count
3148,NUM,How many chemical elements are there ?,count
3149,LOC,What eastern state sprouted the first commercial nuclear power plant in the U.S. ?,state
3150,LOC,What are the three most populated countries in the world ?,country
3151,HUM,Who led the opposition when Konrad Adenauer was Chancellor in Germany ?,ind
3152,NUM,"What is the current population for these countries : France , Spain , Italy , Greece , Austria , Germany , Switzerland , the Netherlands ?",count
3153,NUM,What is the youngest age a boy or girl can have an orgasm ?,period
3154,ENTY,What color is the lipstick on Boy George 's wax lips at London 's Madame Tussaud 's ?,color
3155,DESC,What is the origin of the candy cane at Christmas ?,desc
3156,ENTY,What is the brand name of a chemical used to control ripening ?,product
3157,ENTY,What terror of the sea did Johnny Horton sing about ?,animal
3158,LOC,What is the largest office block in the world ?,other
3159,HUM,Who turned all he touched to gold ?,ind
3160,ENTY,What is the medical term for cancer of the blood ?,dismed
3161,HUM,Who plays shortstop for Charlie Brown 's baseball team ?,ind
3162,LOC,What country did the Romans call Hibernia ?,country
3163,HUM,Who was the most famous food editor of The New York Times ?,ind
3164,NUM,How many dogs pull a sled in the Iditarod ?,count
3165,ENTY,What 's a male witch called ?,termeq
3166,NUM,How long does cocaine stay in your system ?,period
3167,LOC,What two countries fought the Hundred Years ' War ?,country
3168,HUM,Who was the last U.S. president to reinstate Selective Service registration ?,ind
3169,NUM,"On which dates does the running of the bulls occur in Pamplona , Spain ?",date
3170,HUM,What was the name of the lawyer who represented Randy Steven Craft ?,ind
3171,DESC,What happens to used motor oil ?,desc
3172,ENTY,What is the most commonly used 1 letter word in the English language ?,word
3173,HUM,What actress 's autobiography is titled Shelley : Also Known as Shirley ?,ind
3174,NUM,How many colors was the 1940s collectible called a Donald Duck Rubber Boat ?,count
3175,DESC,How did the 7th inning stretch get started ?,manner
3176,HUM,Who lived on the shores of the Gitchee Gumee River ?,ind
3177,ENTY,What did Tristan come back as ?,other
3178,LOC,What country will hit the year 2 first ?,country
3179,ENTY,What colors make up a rainbow ?,color
3180,ENTY,What war did Johnny Reb and Billy Yank fight ?,event
3181,HUM,Who is section manager for guidance and control systems at JPL ?,ind
3182,HUM,What is Goldfinger 's first name ?,ind
3183,LOC,What square is the geographical center of London ?,other
3184,HUM,Which of the following famous people does not paint as a hobby ?,ind
3185,LOC,What is the most populated city in the world ?,city
3186,NUM,How many pitchers occupy the shelf beside the crouching woman in Edgar Degas 's 1886 painting The Tub ?,count
3187,NUM,What is the cost of the drugs used in tuberculosis treatments ?,money
3188,ABBR,What does JESSICA mean ?,exp
3189,ENTY,What famed gangland slaughter cut into the membership of Bugs Moran 's outfit ?,event
3190,ENTY,Ray Charles is best known for playing what instrument ?,instru
3191,LOC,Where did Victor Hugo spend his exile ?,other
3192,DESC,"What was Nine Tailors , the television show from 1974 , about ?",desc
3193,DESC,How does the Elongated Man know a mystery is afoot ?,manner
3194,ENTY,What food of the three bears did Goldilocks eat ?,food
3195,DESC,What is Boston Kreme ?,def
3196,HUM,Who should I call to get a tour of the New York Stock Exchange ?,ind
3197,NUM,How many airline schools are there in the U.S. ?,count
3198,HUM,"What U.S. general died December 1 , 1945 , when his jeep collided with a truck ?",ind
3199,DESC,What is a swatch ?,def
3200,DESC,What does Ouija mean ?,def
3201,NUM,How many major Nazi leaders went on trial after the war at Nuremberg ?,count
3202,ENTY,What kind of fish is a coney ?,animal
3203,LOC,What state did Helen Keller call home ?,state
3204,HUM,What was the name of the director of the movie `` Jaws '' ?,ind
3205,DESC,What steps can be taken to prevent diabetes ?,desc
3206,DESC,What were the first words spoken on a film sound track ?,desc
3207,NUM,What year is etched on the Gold Medal of Excellence from the Paris Exposition depicted on a can of Campbell 's tomato soup ?,date
3208,LOC,What country 's royal house is Bourbon-Parma ?,country
3209,ENTY,What film was Jude Law in ?,cremat
3210,HUM,Who portrayed W.C. Fields in the film W.C. Fields and Me ?,ind
3211,ENTY,What were the ceremony traditions like during the Elizabethian times ?,other
3212,HUM,Which college did Dikembe Mutombo play basketball at ?,gr
3213,ENTY,What is a fear of going to bed ?,dismed
3214,DESC,Where did the saying `` rule of thumb '' come from ?,desc
3215,DESC,Why does sound travel quicker through water than air ?,reason
3216,NUM,How much money does the Sultan of Brunei have ?,money
3217,LOC,What country would you visit to ski in the Dolomites ?,country
3218,NUM,What month 's third weekend is the Monterey Jazz Festival held on ?,date
3219,DESC,What is the `` Global Economy '' ?,def
3220,HUM,Who built the first successful stern wheel steamboat ?,ind
3221,DESC,What is a caul ?,def
3222,HUM,Who was Hitler 's minister of propaganda ?,ind
3223,HUM,Who was the first doctor to successfully transplant a liver ?,ind
3224,DESC,What does the theory of quantum leaps mean in simpler terms ?,def
3225,DESC,What is a bone marrow transplant ?,def
3226,DESC,What is the difference between a classical and an acoustic guitar ?,desc
3227,LOC,What African capital is named for a U.S. president ?,city
3228,ENTY,What is the name of a language spoken by the Sioux ?,lang
3229,LOC,What Mediterranean island is home to the first Club Med ?,other
3230,ENTY,What does an edentulous smile lack ?,other
3231,ENTY,What is a fear of jealousy ?,dismed
3232,LOC,Where can you find the Venus flytrap ?,other
3233,ENTY,What is the largest sculpture in the world ?,cremat
3234,NUM,When was John D. Rockefeller born ?,date
3235,LOC,What building built in 18 contains 327 miles of book shelves ?,other
3236,DESC,What is home banking ?,def
3237,ENTY,What William Makepeace Thackeray novel was made into a film by Stanley Kubrick ?,cremat
3238,HUM,Who was the lawyer for Randy Steven Craft ?,ind
3239,DESC,How do hermit crabs reproduce ?,manner
3240,HUM,Who is reputed to be the greatest maker of violins ?,ind
3241,DESC,How do you stop junk snail mail ?,manner
3242,HUM,What future Soviet dictator was training to be a priest when he got turned on to Marxism ?,ind
3243,NUM,How long does James Bond like his eggs boiled ?,period
3244,LOC,What U.S. city 's skyline boasts the Gateway Arch ?,city
3245,LOC,Where is Belize located ?,other
3246,ENTY,What 's the common name for a Japanese dwarf tree ?,termeq
3247,ENTY,What did Thomas Paine write ?,cremat
3248,HUM,Who sued the Dannon yougurt company for using a character named Ron Raider for promotion ?,ind
3249,HUM,Who was the first jockey to ride two Triple Crown winners ?,ind
3250,ENTY,What Lewis Carroll book introduced Humpty Dumpty to the world ?,cremat
3251,HUM,Who wrote Brave New World ?,ind
3252,LOC,What state does Charles Robb represent ?,state
3253,DESC,What is hydroelectricity ?,def
3254,NUM,How many people are taller than 7 feet ?,count
3255,HUM,Who wrote Unsafe at Any Speed ?,ind
3256,NUM,How many islands make up Antigua ?,count
3257,DESC,How does an abacus work ?,manner
3258,DESC,What causes rust ?,reason
3259,ENTY,What is the fear of the computer called ?,dismed
3260,ENTY,What is a technique popularly used to detect birth defects ?,techmeth
3261,LOC,"What U.S. state boasts Stone Mountain , the world 's largest mass of exposed granite ?",state
3262,HUM,What British commander surrendered to George Washington at Yorktown in 1781 ?,ind
3263,DESC,"What according to the Kinsey Institute , is the sexual preference of four percent of American males ?",desc
3264,HUM,"Who created the World Wide Web , WWW ?",ind
3265,ENTY,What is the procedure called for drilling a hole in your skull to acheive a higher consciousness ?,techmeth
3266,HUM,What is the name of the president of Garmat U.S.A ?,ind
3267,ENTY,"What was the name of the television show , starring Karl Madsen , that had San Francisco in the title ?",cremat
3268,HUM,Who were leaders of the Byzantine empire ?,ind
3269,HUM,Who was the first President to appoint a woman to head a cabinet ?,ind
3270,DESC,What is splatterpunk ?,def
3271,DESC,What is the orgin of xoxoxox ?,desc
3272,HUM,Who built the first pyramid ?,gr
3273,LOC,What southeast Asian country has the Wang River joining the Ping River at Tak ?,country
3274,LOC,"What Italian city of 155 were Leonardo da Vinci , Michaelangelo , and Machiavelli all working in ?",city
3275,ENTY,What color tennis balls are used at Wimbledon ?,color
3276,ENTY,What is a 2-sided object called ?,termeq
3277,HUM,Name a French fascist party .,gr
3278,ENTY,Name the French historical period during the reign of Napoleon III .,event
3279,ENTY,What movie has made the most money ?,cremat
3280,DESC,What is time ?,def
3281,NUM,How many states have a lottery ?,count
3282,LOC,"What is the name of the largest city in Chile , South America ?",city
3283,ENTY,What are you caught in if a haboob blows up ?,other
3284,NUM,What ratio of children of ages between two and eleven watch ` The Simpsons ' ?,perc
3285,NUM,How many cities are there in Utah ?,count
3286,HUM,What famous meat company went out of business because it became known that the underworld had been selling them kangaroo meat ?,gr
3287,NUM,How many visitors go to the Vatican each year ?,count
3288,NUM,What is the population of Mexico ?,other
3289,DESC,How do you get silly putty out of fabric ?,manner
3290,LOC,What is the best online games site ?,other
3291,DESC,Why is the word `` abbreviation '' so long ?,reason
3292,NUM,What century did art 's Romantic Period begin in ?,date
3293,NUM,How many spaces follow a period at the end of a sentence ?,count
3294,DESC,What is a cake of soap ?,def
3295,NUM,In what year was the Berlin Wall erected ?,date
3296,NUM,What is the weight of a teaspoon of matter in a black hole ?,weight
3297,NUM,What is the approximate weight of a teaspoon of matter in a black hole ?,weight
3298,ABBR,What does MSG stand for ?,exp
3299,LOC,On what avenue is the original Saks department store located ?,other
3300,LOC,Where does the song Anything Goes take place ?,other
3301,LOC,Where was the first zoo in the U.S. ?,other
3302,NUM,How far is Yaroslavl from Moscow ?,dist
3303,ENTY,What is April 's gemstone ?,other
3304,HUM,What is the present Pope named ?,ind
3305,HUM,Who is the nebbish that is Marvel 's official mascot ?,ind
3306,ENTY,What powdered soft drink mix went into space ?,food
